time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
138650,3.664326,7.791929,5.339070,-0.209972,0.062352,0.001865
138750,3.921702,7.850587,4.903325,-0.181727,0.038104,-0.029311
138850,4.680665,8.989030,4.730943,-0.281118,-0.226760,-0.096459
138950,3.106477,6.879739,6.495469,0.024248,-0.067681,0.071412
139050,2.972401,6.110003,5.862203,-0.036772,-0.840689,-0.279253
139150,4.538209,6.841431,6.422446,0.231023,-0.221697,-0.036772
139250,3.356671,6.770802,6.982689,0.086067,0.213703,0.005596
139350,3.707421,6.834249,5.416882,0.022916,-0.042900,-0.030110
139450,3.927688,6.587646,5.957971,0.071145,0.057556,0.011191
139550,4.045004,6.518214,5.282806,0.126570,0.006395,-0.096193
139650,4.807557,6.979098,5.832275,0.190787,-0.113779,-0.038904
139750,5.074511,6.438008,5.469554,0.187057,-0.066882,0.009593
139850,2.750938,10.475829,6.793547,-0.013856,-0.119375,0.136962
139950,3.491943,5.554548,7.125144,-0.167338,-0.465776,-0.279519
140050,2.944868,8.513782,3.875015,-0.020784,0.036505,0.003730
140150,2.958036,7.472303,5.164293,0.063152,-0.216634,-0.001066
140250,3.292027,7.852982,4.880580,-0.043167,-0.246744,-0.117243
140350,3.532645,7.694964,5.576096,-0.135096,-0.034640,-0.132965
140450,3.812766,7.462727,4.811148,-0.233688,-0.045565,-0.154548
140550,4.007894,7.351396,5.528212,-0.170003,0.035173,-0.122040
140650,4.180276,7.343017,4.711789,-0.232622,-0.012257,-0.049828
140750,4.649539,8.447941,5.097255,-0.293109,-0.313093,-0.120175
140850,2.981978,7.575254,6.319495,0.193985,0.047430,0.165473
140950,2.683900,6.576872,6.274005,-0.212637,-0.948074,-0.325884
141050,4.325125,7.102399,6.584054,0.198515,0.050894,-0.007727
141150,3.165135,6.503849,6.028600,-0.024515,0.117776,0.059155
141250,3.446453,6.833052,5.679047,0.064217,-0.156946,-0.051161
141350,4.396951,6.581660,5.796362,0.100190,-0.108983,-0.058622
141450,4.238934,6.527791,5.930438,0.138827,0.052760,0.015988
141650,4.064157,8.414422,8.039729,0.205443,0.252073,0.112980
141750,5.262455,5.258864,4.497508,0.084735,-0.827366,-0.349066
141850,1.871069,9.039309,4.074931,0.215035,0.775139,0.155881
141950,2.844312,7.965509,5.091270,0.199047,-0.513207,-0.109250
142050,2.912546,7.736863,5.491102,0.128435,0.112181,0.088466
142150,3.315969,7.900866,4.964377,-0.037305,0.063152,0.069813
142250,3.524265,7.619547,4.707001,-0.127636,-0.018919,-0.022383
142350,3.706224,8.093599,5.263652,-0.276588,-0.019985,-0.066882
142450,4.102465,7.972692,4.098873,-0.185458,-0.013323,0.010392
142550,5.214571,9.077616,5.554548,-0.281917,-0.547047,-0.143890
142650,1.572991,7.449559,5.704185,0.601406,0.379176,0.227559
142750,3.470395,5.944803,7.661446,-0.115645,-0.922760,-0.407155
142850,3.189077,7.128736,4.809951,0.048230,0.107118,-0.124971
142950,3.071761,6.697779,6.440403,-0.016521,-0.337075,-0.252073
143050,3.846285,7.020997,5.613206,0.019452,-0.223828,-0.182793
143150,3.634398,6.943185,5.795165,0.040236,-0.022116,-0.200380
143250,3.979163,7.128736,5.595249,0.086334,-0.195583,-0.232888
143350,4.502296,6.712144,5.590461,0.105786,-0.082603,-0.160677
143450,1.861492,10.615891,7.237672,-0.114312,-0.010658,-0.005596
143550,3.185485,5.946000,5.433641,0.038371,-0.959798,-0.380508
143650,1.939303,8.665813,6.022614,0.053026,0.044766,-0.069280
143750,1.522712,8.372523,4.407725,-0.025580,-0.126570,-0.204910
143850,2.304419,8.001422,4.756082,-0.100456,-0.517470,-0.255804
143950,3.008314,8.116343,5.708974,-0.053026,-0.346135,-0.299237
144050,3.088520,7.795521,4.118027,-0.226227,-0.377577,-0.280319
144150,3.047819,7.872135,5.592855,-0.524931,-0.377044,-0.272591
144250,4.509479,7.594408,3.796007,-0.244613,-0.341338,-0.054358
144350,1.470040,6.791153,10.517728,-0.116977,-0.610732,-0.035706
144450,3.056198,7.314286,4.405331,0.014922,-0.701596,0.197982
144550,3.463213,5.767632,8.280347,0.132432,0.025314,0.151084
144650,3.512294,7.029376,6.209362,0.054092,0.021317,0.364521
144750,3.742137,6.533776,5.729325,0.001066,0.268061,0.231023
144850,3.858256,6.484695,6.190208,0.176931,0.297905,0.236885
144950,3.876213,6.822278,5.482722,0.219032,0.187057,0.135896
145050,4.479551,6.786365,5.346252,0.245145,0.044766,0.048496
145150,4.294001,6.619968,6.053739,0.247011,0.187590,0.032508
145250,5.169082,7.019799,6.958747,0.315492,0.243280,0.142824
145350,4.383783,8.025364,2.967613,0.173467,-0.469240,-0.191320
145450,1.157596,7.662642,6.345831,0.319222,0.893982,0.420744
145550,2.398990,8.730456,4.961983,0.088466,-0.222763,-0.025314
145750,3.084929,8.042124,5.415684,-0.027446,0.064750,0.083136
145850,3.596091,7.368156,5.494693,-0.046098,0.201179,0.131899
145950,3.916914,7.513005,5.237316,-0.061819,0.296573,0.038904
146050,3.860650,7.727286,5.149928,-0.070346,0.313626,0.232089
146150,4.316746,7.180211,4.343082,-0.049296,0.094328,0.215302
146250,3.281253,8.081628,9.317036,-0.112980,-0.217167,0.243547
146352,2.663549,6.933608,3.924097,0.547847,0.088199,0.400493
146450,2.179921,6.477513,9.647436,0.202511,-0.442861,0.059954
146550,3.861847,6.856994,5.612009,0.336276,0.472971,0.218233
146650,2.852691,6.872556,6.056133,0.159611,0.189188,0.194784
146750,3.558981,6.856994,6.076484,0.061553,-0.070080,0.131632
146850,3.981557,6.682217,5.798757,0.139893,0.110582,0.045832
146950,4.265270,6.854599,5.521029,0.193452,0.018386,0.038904
147050,4.471172,6.422446,6.385336,0.201179,0.229424,0.040236
147150,3.622427,8.613141,7.212533,0.147620,0.237951,0.115911
147250,4.874595,5.987898,4.599261,0.079672,-0.595277,-0.346135
147350,1.651999,8.669404,4.803966,0.143090,0.581155,0.308031
147450,2.718616,7.915231,5.870583,0.216634,-0.117510,0.094594
147550,2.647987,7.686584,5.146337,0.189721,0.155614,0.167871
147650,3.044227,7.900866,5.175067,0.148686,0.209706,0.057822
147750,3.165135,7.845799,5.139154,0.108717,0.189721,0.113247
147850,3.286042,7.711724,5.368997,0.010392,0.252606,0.103121
147950,3.778050,7.697359,4.679467,-0.062086,0.245412,0.142291
148050,4.240131,8.268375,5.251681,-0.065283,0.153482,0.290178
148150,2.475605,8.555679,5.615600,0.275789,0.294974,0.578757
148250,2.893393,6.199785,7.281964,-0.149752,-0.479100,0.219832
148350,3.757699,7.349002,5.780800,0.389568,0.600606,0.526530
148450,3.183091,6.618771,6.868965,0.146288,0.268061,0.400227
148650,4.127604,6.809110,6.277597,0.348533,0.443926,0.606469
148750,3.979163,6.886921,5.687426,0.462046,0.532126,0.608334
148850,4.460398,7.091625,5.778406,0.523865,0.599274,0.638444
148950,4.255693,6.910863,5.708974,0.545182,0.742897,0.572095
149050,4.320337,6.398504,5.544971,0.711988,0.855078,0.529461
149150,3.651158,8.613141,6.144719,0.795923,0.729574,0.570230
149250,3.855862,6.783970,6.613982,0.534524,0.913167,0.508677
149350,3.479972,8.051701,3.610456,0.509743,1.089299,0.689605
149450,3.379416,7.875727,5.471948,0.577424,0.760484,0.605936
149550,3.208230,8.329428,4.138378,0.642974,1.187623,0.662159
149650,2.952051,8.664616,4.112041,0.458848,0.761283,0.580089
149750,3.456030,7.869741,5.164293,0.320288,0.692270,0.555041
149850,3.639187,8.318654,4.653131,0.307498,0.729041,0.483363
149950,3.134010,8.273164,4.722563,0.288579,0.715718,0.433534
150050,3.157952,8.467094,4.474763,0.232355,0.624855,0.326949
150150,3.325546,7.896077,4.995502,0.089531,0.517470,0.320288
150250,3.160346,8.385692,4.738125,0.072478,0.494821,0.348266
150350,3.098097,7.781156,4.984728,-0.176398,0.462312,0.421544
150450,3.099294,8.542512,5.340267,-0.204910,0.154282,0.386903
150550,3.117251,7.347805,5.049371,-0.015188,0.182527,0.427139
150650,3.934870,6.508637,7.858967,0.000533,-0.186257,0.213436
150750,4.204218,6.175843,6.308722,0.297905,0.746095,0.468441
150850,2.658761,6.927623,6.307524,0.333877,0.317357,0.373314
150950,4.115633,6.110003,6.552930,0.531326,0.268328,0.272058
151050,3.578135,7.122750,5.995081,0.494021,0.868668,0.387436
151150,3.117251,7.418434,5.902905,0.359458,0.488692,0.358925
151250,3.385401,7.334637,4.542998,0.266462,0.267262,0.281917
151350,3.408146,7.376535,6.112397,0.218499,0.233155,0.246478
151450,3.427300,7.152678,5.289989,0.199847,0.018919,-0.001599
151550,3.658340,8.244433,6.096835,0.369850,0.093528,0.156680
151650,3.944447,6.482301,5.003881,0.256337,-0.174533,-0.146821
151750,1.825579,8.501810,5.422867,0.181194,0.376778,0.312028
151850,2.361880,8.649054,4.728549,0.081538,-0.170802,0.142557
151950,3.134010,7.778761,4.945224,0.071412,0.001332,0.106851
152050,3.023877,8.371326,4.546589,-0.075409,0.104187,0.136162
152150,2.886210,8.129512,4.679467,-0.328015,-0.107118,-0.026380
152250,2.965219,8.198944,4.349067,-0.429538,-0.185991,-0.107384
152350,4.389769,8.465898,3.830723,-0.198515,-0.415415,-0.172668
152450,2.109292,8.145074,8.882488,-0.090331,-0.171868,-0.132965
152550,3.580529,5.761646,6.430826,-0.130567,-0.978717,-0.589149
152650,4.207809,6.185420,6.330269,0.015988,0.048496,-0.231289
152750,3.116054,6.646304,6.572083,-0.183593,-0.265930,-0.146554
152850,3.394978,6.412869,6.315904,-0.127369,-0.338674,-0.221430
152950,3.606865,6.350620,7.091625,-0.134297,-0.341338,-0.132432
153050,3.241749,6.582858,6.351817,-0.167338,-0.178796,-0.126570
153150,3.939659,6.600814,6.189012,-0.110315,-0.408220,-0.266729
153250,3.695450,6.584054,6.290765,-0.092995,-0.163342,-0.296306
153350,4.167108,6.405687,6.123171,-0.022383,-0.378643,-0.429804
153450,4.304775,7.192182,6.858191,0.197982,-0.424475,-0.447124
153550,4.327519,7.056910,4.708198,0.153749,-0.650435,-0.575293
153650,1.928530,7.681796,6.114791,0.104720,-0.317357,-0.123106
153750,2.334347,8.524555,5.370194,-0.049562,-0.709057,-0.256603
153850,2.723404,7.960721,4.802769,-0.055424,-0.489758,-0.254472
153950,2.895787,7.929596,5.291186,-0.082603,-0.474037,-0.329614
154050,3.713407,7.540538,5.001487,-0.197715,-0.490557,-0.324818
154250,3.256114,7.820660,4.969166,-0.283516,-0.224894,-0.218766
154350,4.295198,7.387310,5.079299,-0.353596,-0.269394,-0.131366
154450,3.335123,8.473080,8.421604,-0.247544,-0.169204,-0.102055
154550,2.415750,6.982689,3.671508,0.020784,-0.206775,-0.038904
154650,2.500744,5.638345,9.460688,-0.285381,-0.671485,0.002931
154750,3.462016,6.405687,6.470330,-0.080205,-0.053559,0.105519
154851,3.202245,6.348226,6.539762,-0.013323,-0.075142,0.207574
154950,4.017470,6.305130,6.983886,0.116178,0.078606,0.301369
155050,3.926491,6.130353,6.402095,0.288312,0.448190,0.451654
155150,4.011485,6.527791,6.354211,0.391167,0.519335,0.535590
155250,4.223372,6.022614,6.827066,0.459115,0.744230,0.551844
155350,3.924097,6.396110,5.676652,0.626453,0.785531,0.529194
155450,3.854665,6.532579,6.421249,0.887853,1.075443,0.591813
155550,3.211822,8.230068,5.574899,0.557972,0.766613,0.453786
155650,2.615665,8.084022,4.770447,0.730640,1.521234,0.688273
155750,2.681506,8.723274,4.165911,0.485228,0.650968,0.483896
155950,2.360683,8.816648,4.203021,0.400227,0.892116,0.556640
156050,2.541445,8.609550,4.261679,0.331479,0.544116,0.492956
156150,2.624045,8.726865,4.687847,0.197982,0.539853,0.521467
156250,2.835932,8.647857,4.800375,0.157746,0.580355,0.644040
156350,2.864662,8.562862,4.429273,0.054625,0.649636,0.593412
156450,2.613271,9.039309,4.407725,-0.011191,0.511874,0.515338
156550,3.034651,8.173804,4.393360,-0.261400,0.328015,0.388502
156650,2.688689,8.567651,6.607996,-0.277920,0.001599,0.417014
156750,3.995923,7.841011,5.987898,-0.003198,0.023449,0.158012
156850,2.510320,5.527015,6.506243,-0.149752,0.012790,0.251541
156950,3.823540,5.926847,7.826645,0.100989,-0.183060,0.176931
157050,3.821146,5.714960,6.763620,0.289645,0.176132,0.118842
157150,3.550601,6.834249,6.482301,0.270726,0.240616,0.145755
157250,3.424906,6.919243,5.571307,0.288579,0.341605,0.096992
157350,2.995146,7.210138,5.695806,0.215568,0.056224,0.062885
157450,3.301604,7.200562,6.469133,-0.046897,-0.162276,-0.110315
157550,4.382586,6.883330,6.385336,-0.007727,-0.291243,-0.249142
157650,4.213795,7.004237,5.669470,0.299237,-0.271792,-0.298438
157750,3.386598,7.873333,5.869385,-0.148153,-0.789262,-0.528662
157850,0.887052,7.832631,6.578069,-0.013323,0.015188,0.020784
157950,2.470816,7.867347,5.967548,-0.061553,-0.747960,-0.328815
158050,2.582147,7.386112,5.578490,-0.143357,-0.687473,-0.343737
158150,3.444059,7.566875,5.261258,-0.130300,-0.747427,-0.424208
158250,3.683479,7.246051,5.579687,-0.191320,-0.608600,-0.320554
158350,3.949236,6.946776,5.954380,-0.260600,-0.417547,-0.260334
158450,3.742137,7.298724,4.363432,-0.297639,-0.416214,-0.177198
158550,4.867412,8.371326,7.855376,-0.454585,-0.839357,-0.202511
158650,3.399766,7.490260,3.894169,0.023982,-0.086334,-0.087933
158750,3.424906,5.424064,8.532935,-0.499351,-0.754355,-0.313093
158850,5.021838,5.877765,6.576872,-0.162542,-0.213436,0.003997
158950,3.673903,6.119579,6.044162,-0.082870,0.211838,0.111914
159050,4.220978,6.053739,6.297947,-0.068747,-0.169470,0.027446
159151,4.461595,5.685032,6.063316,0.142291,0.120175,0.010392
159250,4.526238,6.010643,6.218939,0.229957,0.080205,0.030910
159350,5.031415,5.954380,6.904878,0.197715,0.233954,-0.023715
159450,3.095703,9.606734,7.756016,0.174799,-0.016521,0.102588
159550,3.621230,5.124789,6.671443,0.154282,-0.359191,-0.138560
159650,2.458845,8.483853,3.769670,0.216900,0.204910,0.101522
159750,3.136404,7.265205,6.144719,0.231556,-0.204377,0.025847
159850,2.965219,7.566875,5.254076,0.173201,0.232622,0.058622
159950,3.751714,7.552509,5.341464,-0.104720,0.060487,0.007727
160050,3.995923,7.532158,4.647145,-0.114312,0.041568,-0.024248
160150,3.657143,7.560889,5.744887,-0.234487,0.117510,0.031176
160250,5.626374,8.808268,3.927688,-0.253139,-0.321354,0.020518
160350,2.250550,7.194576,8.038532,0.167072,0.246211,0.316025
160450,3.295619,5.878962,5.898116,-0.168671,-0.695467,-0.201979
160550,3.263297,6.445191,6.770802,0.278453,0.364521,0.273657
160750,3.938462,6.355408,6.295553,0.229957,0.059421,0.097259
160850,3.835511,6.422446,5.869385,0.193185,0.048763,0.118576
160950,4.100070,6.550536,5.651513,0.243547,0.076208,0.020518
161050,5.341464,7.159860,6.458359,0.232888,0.105786,-0.005862
161150,5.425261,6.546945,5.511452,0.270726,0.232888,-0.013323
161250,3.241749,9.032125,5.069722,-0.009060,0.079139,-0.088998
161350,0.896629,7.721301,7.354988,0.106052,0.242214,0.247544
161450,2.282871,7.918822,5.364209,0.104187,-0.277920,0.062086
161550,2.853889,7.242460,5.936423,0.132432,0.010126,0.150551
161650,3.289633,7.665037,5.394136,0.068214,-0.012257,0.101522
161750,3.517082,7.520187,4.588488,-0.116977,-0.019185,0.034640
161850,3.360262,8.177396,5.459977,-0.221697,-0.094328,0.093262
161950,4.432865,7.411252,4.072537,-0.141225,-0.121240,0.062352
162050,3.219004,7.273585,11.164163,-0.189988,-0.804983,-0.279253
162150,3.878607,6.630742,3.761291,0.371182,-0.590214,-0.282450
162250,3.470395,5.810728,10.146626,0.025580,0.030643,0.036505
162350,3.809175,6.725313,4.823119,-0.114845,-0.142824,-0.174799
162450,3.956418,6.171055,6.121974,-0.055691,0.096992,-0.094594
162550,4.560954,6.063316,5.353435,0.161743,-0.066882,-0.088466
162650,4.351461,6.641516,6.338649,0.268328,0.211571,0.085268
162750,5.487510,5.705383,5.137957,0.237685,0.193985,0.087666
162850,2.331953,10.073604,8.222886,0.466309,0.405822,0.682943
162950,4.610035,4.963180,6.769605,0.071945,-0.209440,-0.022916
163050,2.784456,8.475474,3.705027,0.234221,0.641375,0.561436
163150,3.262100,7.639898,5.561730,0.342404,0.189721,0.232622
163250,3.118448,7.736863,4.611232,0.253406,0.402891,0.311761
163350,3.618836,7.836222,5.124789,-0.042900,0.425008,0.251541
163450,3.529053,7.662642,4.443638,-0.110848,0.345602,0.098325
163550,4.018668,7.878121,4.955997,-0.074609,0.272325,0.075942
163650,5.440824,9.740809,4.503493,-0.116178,-0.105519,0.138827
163750,1.635240,6.727707,7.204153,0.207041,-0.202778,0.270726
163850,3.563769,5.780800,6.918046,0.091130,-0.672551,-0.212637
163950,4.200627,7.000646,5.944803,0.387969,0.279253,0.224894
164050,3.052607,6.373365,6.745663,0.068747,0.177730,0.130833
164150,3.790021,6.823475,5.333084,0.237418,0.124971,0.019718
164250,4.135983,6.265626,5.986701,0.229424,0.152417,0.063951
164350,4.183867,7.181408,5.289989,0.283250,0.076208,0.090331
164450,5.553351,6.842628,5.483919,0.328282,0.018919,0.033841
164550,3.041833,9.583989,6.487090,0.078074,0.061553,0.240083
164650,2.626439,6.238092,8.524555,-0.281384,-0.019452,-0.091130
164750,2.794033,9.087193,3.300407,0.019185,0.290178,0.055691
164850,2.931700,7.094019,5.567716,-0.025847,-0.362389,0.015988
164950,3.552995,7.491457,5.082890,-0.011191,0.051960,0.095660
165050,3.318364,7.789535,5.097255,-0.219565,0.089798,0.121240
165150,3.616442,7.674613,4.855441,-0.330147,-0.082603,-0.009593
165250,4.303577,7.802703,5.087678,-0.114579,0.050361,-0.003198
165350,5.260061,8.864532,4.760870,-0.200646,-0.176132,0.014123
165450,1.322796,7.034164,7.285556,0.326949,-0.037838,0.165473
165550,4.516662,5.212177,7.016208,-0.267795,-0.958199,-0.418346
165650,3.538630,7.053318,5.433641,0.206508,0.331746,0.080472
165750,3.254917,6.083666,6.962338,-0.058355,-0.175865,-0.087933
165850,4.047398,6.428432,5.547365,0.091930,-0.126570,0.008527
165950,4.363432,6.423643,5.878962,0.165207,0.096992,-0.057023
166050,4.550180,6.950367,5.886145,0.127369,-0.067681,-0.010658
166150,5.430049,6.301539,5.476737,0.263531,0.030377,0.013590
166250,2.704251,10.891224,7.832631,0.106851,-0.179063,0.158279
166350,3.101688,5.954380,9.085996,-0.153482,-0.167871,-0.123639
166450,3.011906,8.470686,2.768894,0.014655,-0.043966,-0.069014
166550,3.326743,6.757634,5.894525,0.086867,-0.224095,-0.043167
166650,3.060987,7.684190,5.509058,0.018652,0.100456,0.053026
166750,3.754108,7.425617,5.051765,-0.146554,0.006129,-0.034374
166850,3.939659,7.402872,5.238513,-0.173734,0.045832,0.005862
166950,4.009091,7.485472,5.542577,-0.228358,0.086600,0.030377
167050,5.020641,8.141483,4.459201,-0.209972,-0.089798,0.039436
167150,2.066196,7.188591,7.876924,0.055158,-0.177997,0.107384
167250,3.248932,6.548141,6.256049,-0.114312,-0.843887,-0.269926
167350,4.103662,6.997055,7.323863,0.266729,0.065017,0.076475
167450,3.191471,6.519411,5.906496,0.027446,0.202778,0.013323
167550,3.453636,6.517017,6.038177,0.070613,-0.098325,-0.020784
167651,4.226963,6.305130,5.646725,0.138560,-0.040769,-0.036239
167750,4.276044,6.436811,6.114791,0.158812,0.016254,0.001332
167850,4.683059,6.617573,6.885724,0.191054,0.219299,0.002398
167950,4.677073,8.076839,5.771223,0.184392,0.031709,0.103387
168050,4.453215,5.946000,5.479131,0.014123,-0.519868,-0.173734
168150,2.078167,8.400057,4.598064,0.202245,0.595810,0.258735
168250,2.913743,7.431602,6.005855,0.064484,-0.321620,-0.026646
168350,2.871845,7.688979,5.292383,0.050095,0.124172,0.067948
168450,3.873818,7.429208,5.197812,-0.101256,0.020518,-0.012257
168550,3.946841,7.417237,4.958392,-0.150285,0.061286,-0.041302
168650,3.750517,7.712921,5.792771,-0.123106,0.151084,0.012257
168750,4.162320,7.779958,4.400543,-0.166806,0.033841,0.066882
168850,4.106056,7.461530,8.153454,-0.207041,-0.605669,-0.135896
168950,2.870648,6.980295,4.912902,0.428738,-0.534524,0.046897
169050,3.102885,6.511032,8.871715,0.174266,-0.075409,0.090864
169150,3.819949,6.218939,5.401319,0.083669,0.045299,0.053825
169250,3.579332,6.799533,6.167464,0.119109,0.114579,0.176398
169350,4.217386,6.349423,5.707777,0.160410,0.003997,0.092729
169450,4.381389,6.587646,5.505467,0.151617,-0.049296,0.043167
169550,5.268441,6.566098,5.795165,0.146821,0.021317,0.002931
169650,4.997896,8.677784,7.192182,0.058888,0.122040,0.035972
169750,4.243722,5.530606,5.527015,-0.033308,-0.446858,-0.222496
169850,2.529474,9.154230,4.710592,0.207574,0.529194,0.053825
169950,3.149572,7.516596,5.261258,0.143357,-0.309363,-0.123905
170050,3.705027,7.076063,5.571307,0.031443,0.081271,0.147354
170150,3.327940,7.748834,5.152322,-0.067415,0.397562,0.022916
170250,3.758897,7.436390,4.389769,-0.213170,-0.101256,-0.011458
170350,3.982754,7.624335,5.585672,-0.177730,-0.044499,-0.081005
170450,5.036203,8.966286,4.180276,-0.018919,-0.189455,-0.085534
170550,1.328782,7.358579,8.552089,0.154815,-0.366919,0.045299
170650,3.687071,7.020997,5.853823,0.052493,-0.713054,-0.298704
170750,3.563769,7.006631,5.716156,0.092196,0.237152,-0.030377
170850,3.089717,6.719327,6.667852,-0.034907,-0.396763,-0.095394
170950,4.089296,6.853402,5.309142,0.108983,-0.159877,-0.108184
171050,3.428497,6.537368,6.081272,0.091930,0.020518,-0.084469
171150,4.072537,6.785168,5.747281,0.030910,-0.080205,-0.161210
171250,4.933253,7.116765,5.401319,0.059155,-0.160677,-0.144423
171350,4.563348,7.603985,6.045359,0.211305,0.006928,0.022116
171450,4.932055,7.599196,3.414132,0.002665,-0.750891,-0.100456
171550,1.600524,8.183381,6.998251,-0.067149,-0.232089,0.251541
171650,3.002329,8.158242,6.023811,-0.026646,-0.069813,-0.162809
171750,3.531447,7.730877,4.693832,-0.163342,0.023182,-0.112980
171850,4.132392,6.993463,5.287594,-0.095127,-0.069280,-0.112714
171950,3.767276,7.612364,5.166687,-0.133764,0.172135,-0.075675
172050,4.304775,7.056910,4.983531,-0.195850,0.090597,-0.081804
172150,3.956418,7.650671,4.997896,-0.135896,0.137495,0.037571
172250,5.254076,9.211691,5.530606,-0.008527,-0.406089,-0.023182
172350,2.211045,7.662642,5.049371,0.421544,-0.235286,0.105786
172450,3.082535,6.376956,8.777143,-0.052760,-0.584619,-0.109783
172550,3.803190,6.716933,5.304354,0.100989,0.093795,0.111115
172650,3.509900,6.964733,5.491102,0.115112,0.210505,-0.025580
172750,3.925294,6.931214,5.729325,0.198248,-0.027979,0.014389
172850,4.458004,6.670246,5.042189,0.227559,-0.021583,0.048763
172950,4.538209,7.042544,6.191406,0.169204,0.073810,0.054092
173050,5.397728,6.235698,4.818331,0.331746,0.164141,0.137761
173150,2.534262,9.009381,6.094440,0.050095,0.209706,0.244613
173250,1.425747,8.943541,6.232107,0.198515,0.541185,0.151617
173350,3.111265,8.358158,4.404134,0.120708,-0.058089,0.057556
173450,3.198653,7.632715,5.099649,0.085534,0.254472,0.199314
173550,3.007117,8.337808,4.991910,0.133764,0.261933,0.066349
173650,3.682282,7.347805,4.863821,-0.034907,0.050095,0.010658
173750,3.586514,7.700950,5.437232,-0.192386,0.301902,0.095394
173850,3.841497,7.874529,4.118027,-0.065550,0.136429,0.019185
173950,4.805163,9.657013,4.617218,-0.057023,-0.320288,-0.021850
174050,1.192312,8.640674,6.500257,0.623256,-0.162276,0.067415
174150,3.462016,6.410475,8.224083,-0.107384,-0.754355,-0.219832
174250,3.397372,7.214927,4.132392,0.038104,-0.062885,-0.011724
174350,3.347094,6.501455,7.171831,-0.063418,-0.089265,-0.013057
174450,3.503914,6.880936,5.748478,0.050894,0.130567,0.196116
174550,3.529053,7.047333,5.533000,0.112447,0.183859,0.042634
174650,3.922899,7.168240,5.438429,0.056490,0.032242,-0.050628
174750,4.803966,6.934805,5.850232,0.131632,-0.216368,-0.172401
174850,4.387374,7.473501,7.141904,0.144956,0.305366,-0.056490
174950,4.260482,7.514202,4.100070,0.053026,-0.282450,-0.212371
175050,0.969652,7.899669,5.956774,0.063685,0.710922,0.197715
175150,1.808819,8.704121,4.252102,0.255804,-0.209173,-0.143890
175250,2.194286,7.867347,5.055357,0.151084,-0.007194,-0.113247
175350,2.956839,7.942764,5.147533,0.054625,-0.215568,-0.132965
175450,2.809596,7.839813,4.873397,-0.058355,0.102322,0.008793
175550,2.942474,7.959524,5.266047,-0.257669,0.041035,-0.024515
175650,3.087323,7.910442,4.638766,-0.179063,0.076208,0.002132
175750,3.884592,9.112331,4.241328,-0.222763,-0.201712,0.145489
175850,1.200692,6.758832,8.200141,0.035173,-0.263265,0.089531
175950,3.570952,7.453150,5.849035,-0.039170,-0.835360,-0.149485
176050,1.586159,7.666234,6.580463,-0.139093,0.563568,0.374380
176151,2.823961,6.544550,5.645528,-0.177464,-0.539587,-0.159877
176250,3.342306,7.133524,5.620389,0.070879,-0.050628,0.037038
176350,3.257311,7.365762,5.519832,0.068481,-0.309896,-0.253939
176450,3.865439,6.953959,5.700594,0.038104,-0.263531,-0.228092
176550,3.490746,7.393295,6.221333,-0.053825,-0.084202,-0.214769
176650,4.149151,6.748057,5.072116,0.154282,-0.391167,-0.299770
176750,2.282871,9.617508,4.886566,-0.107917,-0.850282,-0.378377
176850,2.035071,7.568071,7.206547,-0.082870,-0.812711,-0.345335
176950,1.895011,8.374918,4.985925,-0.155348,-0.413017,-0.429804
177050,2.315193,8.455123,4.703409,-0.087400,-0.892383,-0.629651
177150,3.227384,8.409634,4.572925,-0.199580,-1.054126,-0.705859
177250,2.753332,8.536526,4.689044,-0.294708,-1.024282,-0.714119
177350,3.021482,8.435969,4.004303,-0.541985,-1.330980,-0.865737
177450,2.955642,8.365341,5.015852,-0.611265,-1.129001,-0.884922
177550,3.184288,8.275558,3.773262,-0.576891,-1.168438,-0.926757
177650,3.694253,7.890092,6.150704,-0.550511,-1.121807,-0.755421
177750,1.808819,8.505402,4.927267,-0.491890,-0.725577,-0.613130
177850,3.192668,6.544550,7.010222,-0.648037,-1.164708,-0.795124
177950,3.719392,6.671443,6.277597,-0.403158,-0.923026,-0.520934
178050,3.039439,6.684611,6.556521,-0.421544,-0.710922,-0.517204
178150,2.796427,7.089231,6.210559,-0.324285,-0.737568,-0.622190
178250,3.676297,6.524199,7.105990,-0.320554,-0.835893,-0.603538
178350,3.333926,6.082469,6.921637,-0.347734,-0.478300,-0.426606
178450,3.167529,6.317101,6.804321,-0.177997,-0.501216,-0.415149
178550,3.392584,6.218939,7.083246,-0.083403,-0.433801,-0.345602
178650,3.436877,6.212954,6.533776,0.098858,-0.324018,-0.359191
178750,3.738546,5.683835,7.285556,0.172401,-0.436732,-0.350132
178850,3.003526,7.170634,7.034164,0.178263,-0.386104,-0.177730
178950,2.256535,7.535750,7.414843,0.135896,-0.152949,-0.273391
179050,1.944092,7.874529,4.750096,0.020518,-0.224628,-0.371982
179150,1.798046,9.014170,4.629189,0.030643,-0.456450,-0.336276
179350,2.217031,7.814674,5.584476,0.002398,-0.229957,-0.260334
179450,2.862268,8.293514,5.215768,-0.055158,-0.454585,-0.267528
179550,3.215413,7.684190,6.054936,-0.088466,-0.139360,-0.092729
179650,3.323152,7.265205,5.422867,-0.078074,-0.073277,-0.057023
179750,3.517082,7.049727,5.992687,-0.187856,-0.032775,0.063951
179850,4.157531,6.961142,4.405331,-0.271525,-0.161476,0.309896
