time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
266452,2.194286,6.210559,7.279570,-0.236352,-0.438597,-0.501216
266552,3.490746,6.075287,8.216900,-0.309896,-0.479100,-0.418879
266652,2.002750,5.425261,10.376471,0.060221,-0.669620,-0.574227
266752,1.187524,3.283648,8.206126,0.156413,0.109783,-0.363721
266852,2.507926,4.827908,8.613141,-0.168937,-0.596876,-0.526263
266952,1.713051,3.998317,7.886500,-0.070879,0.013323,-0.008793
267052,1.887828,4.062960,7.886500,-0.035972,-0.259534,-0.262732
267152,2.292448,4.349067,7.825448,-0.062352,0.083936,0.004796
267252,2.507926,3.797204,8.653842,0.130034,-0.060487,-0.090597
267352,2.554613,4.175488,8.559271,-0.021583,-0.112447,-0.039969
267452,2.736573,4.053383,8.404845,0.188122,-0.082070,-0.158812
267552,1.612495,4.531027,12.332533,-0.127369,-0.024781,-0.223828
267652,2.825158,4.389769,7.048530,0.006395,-0.702662,-0.968858
267752,0.092177,6.281188,7.836222,-0.105786,0.158279,-0.083403
267852,1.256956,5.391742,8.334216,0.108983,-0.163342,-0.308031
267952,1.131260,5.289989,7.565677,0.085801,-0.198781,-0.290444
268052,2.590526,5.270835,7.625533,0.001865,-0.243280,-0.234753
268152,1.965640,5.610812,7.812280,-0.019985,-0.108450,-0.041035
268252,1.678335,5.220557,8.092402,-0.083936,-0.025580,-0.089265
268352,3.026271,5.735310,7.945158,-0.130833,-0.200913,-0.299504
268452,2.094927,6.612785,9.234436,0.181727,-0.369051,-0.350398
268552,-0.253785,4.313154,7.225701,0.081538,0.019185,-0.028245
268652,0.973243,4.654328,9.485827,-0.339473,-0.508410,-0.399694
268752,0.821211,4.277241,7.688979,-0.172668,-0.117510,-0.133764
268852,1.762132,4.236540,7.714118,-0.101789,-0.305366,-0.256870
269052,2.552219,4.174291,7.633912,0.229158,-0.130567,0.253139
269152,2.522291,4.673482,7.511808,0.512940,-0.077274,0.137228
269252,2.788048,4.633977,8.169016,0.335476,-0.204643,0.265130
269352,2.493561,4.003105,8.603564,0.073277,-0.310695,-0.071945
269452,-0.380678,4.955997,7.295133,-0.478300,-0.313626,-0.327749
269552,2.644396,8.347384,11.756727,-0.137495,0.414349,-0.099390
269652,-0.232238,5.896919,7.003040,-0.051161,0.263798,0.275522
269752,3.293224,4.859032,6.323087,-0.367452,-0.062619,-0.059954
269852,1.489193,6.096835,6.272809,-0.441795,-0.350132,-0.221697
270052,1.705869,4.869806,9.208099,0.391433,-0.274456,0.027979
270152,2.394202,6.289568,9.283517,-0.228891,0.079939,0.377844
270252,1.045069,5.161899,8.791509,-0.886521,0.115112,0.405556
270352,2.218228,4.028244,7.716512,-0.108450,-0.018119,0.052227
270452,2.361880,4.021062,6.907272,-0.034640,0.397029,0.651767
270552,1.699883,3.948039,7.978677,0.323752,-0.158279,0.198515
270752,2.376245,3.681085,7.788338,0.241415,-0.160943,0.144689
270852,1.030704,4.722563,10.108319,-0.093528,-0.123106,-0.120175
270952,2.212242,7.882909,9.018958,-0.253406,-0.400227,-0.480432
271052,3.038242,5.038598,10.478224,0.077807,-0.100989,-0.252873
271152,2.219425,4.279635,7.730877,0.171335,0.086067,-0.059421
271252,3.301604,3.995923,6.928820,-0.055158,-0.168937,-0.022116
271352,2.804807,4.533421,6.870162,-0.120175,-0.226760,-0.065017
271452,2.966416,5.056554,7.261614,-0.172401,-0.022916,0.107651
271552,2.281674,5.025429,6.114791,0.365587,-0.231822,0.062352
271652,1.200692,4.533421,10.259154,0.500150,0.066882,0.115645
271752,1.701080,6.026206,9.983821,0.203844,-0.196649,-0.211838
271852,3.897760,5.127183,8.188169,-0.075142,-0.198781,-0.142824
271952,2.165555,3.682282,8.170214,-0.051427,0.257936,0.130567
272052,2.845509,4.129998,6.023811,0.252873,0.077807,0.076475
272152,2.240973,4.097676,7.528567,0.316557,0.314959,0.232355
272252,3.825934,2.966416,9.275137,0.268594,0.055957,0.123372
272352,0.847547,5.209783,9.184157,0.010392,-0.197449,0.065283
272452,0.902614,7.455544,8.458714,0.008260,-0.192652,-0.042368
272552,1.243788,5.187038,7.875727,-0.051161,-0.057289,0.046098
272652,2.780865,4.769250,8.196549,-0.106585,0.093795,-0.118043
272752,2.984372,4.848258,6.598420,-0.039703,-0.280319,0.021850
272852,1.886631,5.216966,6.484695,-0.052227,-0.110848,0.308031
272952,3.070564,5.125986,7.441179,-0.168138,-0.088732,-0.052493
273052,3.551798,5.849035,6.502652,0.082870,-0.326949,-0.101522
273152,2.317587,5.110424,9.217676,0.211305,-0.360790,0.022116
273252,1.831564,4.945224,9.793482,0.419678,0.049296,-0.071945
273352,3.985149,4.926070,8.658630,0.187057,-0.291243,-0.275256
273452,2.876633,4.577713,7.669825,-0.223562,-0.016254,-0.079406
273552,2.890999,3.733757,8.270770,-0.069280,0.330680,0.098325
273652,3.313575,4.255693,8.340201,0.262199,0.346401,-0.012524
273752,3.260903,4.109647,8.449138,0.206775,0.077541,0.002398
273952,2.351106,4.141969,8.728063,0.224361,0.101256,0.267528
274052,1.509544,4.493917,7.837419,-0.175599,-0.160943,0.038904
274152,2.001553,8.037335,10.516531,-0.214502,0.169204,0.132698
274252,1.061828,6.034585,8.973468,0.087933,-0.112447,-0.230224
274352,3.005920,4.569334,7.116765,0.104187,0.152150,0.087933
274452,2.652776,5.129577,7.750031,-0.131366,-0.389568,-0.126037
274552,2.895787,5.100847,7.392098,-0.005862,-0.088732,-0.030377
274652,3.317167,5.330690,7.272388,-0.056224,-0.086067,0.033308
274752,3.507505,4.617218,7.513005,-0.082603,-0.023715,0.025847
274852,3.645172,5.164293,6.771999,0.006129,-0.167072,-0.038104
275052,2.381034,3.902549,9.907207,0.175066,-0.013856,0.112980
275152,2.934094,4.675876,10.319010,-0.179596,-0.091663,-0.071678
275252,2.108095,3.711013,9.558850,-0.066349,-0.063685,-0.097259
275352,2.466028,3.829526,8.303091,-0.032775,-0.098591,-0.326683
275452,2.627636,4.055778,7.364564,0.018919,0.015988,-0.334943
275552,2.620454,4.666299,6.994660,0.027979,0.153216,-0.040236
275652,3.439271,4.546589,8.316259,0.279519,-0.024515,-0.296573
275752,2.609680,3.436877,7.630321,0.413017,-0.002398,0.012524
275852,1.497573,6.051345,9.326612,0.011724,0.557706,0.387170
275952,0.713472,6.139930,8.079233,-0.359991,-0.146821,-0.308564
276052,1.283292,6.618771,8.315063,-0.112714,-0.152949,0.019718
276152,2.333150,5.131971,8.301894,-0.021317,0.229691,0.011724
276252,2.809596,4.161122,8.166622,-0.010658,-0.005329,0.073544
276352,1.607706,5.056554,7.383718,0.030377,-0.419678,-0.206508
276452,2.122460,5.185841,7.785944,-0.091663,-0.136962,0.052493
276552,2.420538,5.825093,7.748834,0.057289,-0.306165,-0.154282
276652,2.238579,6.118382,9.338584,0.172668,-0.239816,0.063685
276752,1.327585,3.750517,9.278728,-0.079672,-0.197715,-0.043433
276852,0.600945,4.314352,8.820239,-0.281384,-0.357859,-0.124971
276952,1.889025,3.738546,8.488642,-0.078873,0.123106,0.026380
277052,2.315193,4.267664,7.309498,-0.109250,0.033041,-0.110315
277152,2.711433,3.639187,8.076839,0.243547,-0.286447,-0.320821
277252,2.749741,4.189853,7.803900,0.449522,-0.241149,-0.489758
277352,4.084508,3.479972,8.422802,0.360790,-0.456184,-0.334144
277452,1.047463,6.262034,8.475474,-0.074609,-0.477767,-0.386371
277552,0.053870,7.350199,8.877700,-0.579023,-0.355194,-0.744496
277752,1.185130,5.248090,6.897695,-0.268328,-0.273391,-0.606469
278052,2.567781,4.812346,9.058462,-0.232888,-0.187323,-0.486827
278152,3.549404,5.937620,6.963536,-0.364787,-0.517737,-0.830031
278252,-0.058658,5.014656,8.040926,-0.322420,-0.721314,-0.907838
278352,1.580173,4.271256,10.678140,-0.350665,-0.415415,-0.935283
278452,1.009156,3.751714,8.455123,-0.348000,-0.433801,-0.753556
278552,1.331176,3.394978,7.806294,-0.305366,-0.286980,-0.584086
278652,1.619677,3.750517,8.061277,0.054358,-0.460181,-0.824968
278752,1.964442,3.592500,8.249222,0.151617,-0.281384,-0.660827
278852,2.786851,3.793612,9.329007,0.189455,-0.594744,-0.791127
278952,1.972822,4.326323,11.768699,0.086067,-0.225694,-0.505479
279052,2.426523,5.206192,6.751649,-0.043167,-0.549712,-0.986711
279152,-1.338359,5.882554,8.342596,-0.059688,-0.062885,-0.545982
279252,-0.378284,5.056554,7.849391,0.102055,-0.682410,-0.964061
279352,0.812831,5.207389,7.838616,0.025580,-0.458049,-0.861473
279452,0.909797,5.087678,8.122330,-0.126836,-0.502015,-0.904374
279552,1.769315,5.056554,7.733272,-0.052760,-0.581421,-0.993639
279652,2.057816,5.688623,7.772776,-0.045299,-0.555041,-0.851081
279752,1.440112,5.357026,8.178593,-0.231556,-0.383972,-0.687740
279852,0.475249,6.228516,10.228029,0.272325,-0.880659,-1.306199
279952,-0.216675,4.153940,6.519411,0.004796,-0.391433,-0.647770
280052,0.468066,4.665102,8.887277,-0.324818,-0.793525,-0.914233
280152,0.617704,3.846285,8.957906,-0.333877,-0.250741,-0.465243
280252,0.897826,3.736152,7.718906,-0.221164,-0.472438,-0.671219
280352,1.787272,4.104859,7.875727,-0.080472,-0.282450,-0.349332
280452,2.167950,3.092112,8.613141,0.204643,-0.376245,-0.250208
280552,2.195483,4.235343,7.703344,0.370649,-0.042900,-0.087133
280652,2.609680,4.073734,8.777143,0.227825,-0.165207,0.128168
280752,1.558625,3.339911,8.652645,0.496420,-0.137228,-0.021051
280852,0.344765,5.254076,7.516596,-0.071412,-0.179596,-0.235553
280952,0.548272,7.716512,9.151836,-0.241149,0.131366,-0.080738
281052,2.647987,5.803545,9.642648,0.018386,-0.288579,-0.073544
281152,0.404620,4.228160,7.517793,-0.134031,0.236352,0.073011
281252,2.124854,4.414908,7.870938,-0.158812,-0.422876,-0.248343
281352,1.035492,4.418499,7.429208,-0.088732,-0.254205,-0.211305
281452,1.059434,4.705803,7.317877,-0.228092,-0.094861,0.069280
281552,0.548272,5.222951,9.697714,-0.027712,-0.626187,-0.122573
281752,0.731429,4.497508,10.177752,-0.220631,-0.191054,-0.002398
281852,1.563414,2.887407,7.659051,0.050894,-0.038104,-0.119642
281952,2.207454,4.199430,6.868965,0.138294,0.169470,0.409819
282052,2.102109,3.560178,9.364920,0.496953,0.260600,0.086334
282152,3.784036,4.545392,6.974309,0.317890,-0.045832,-0.048496
282252,-0.318429,4.886566,10.192117,-0.348266,-0.003730,0.163075
282352,2.387019,6.663064,10.070012,0.388236,-0.076208,-0.103387
282452,0.100556,4.365827,8.535329,0.129234,0.157479,0.121507
282552,0.907402,4.844667,7.070077,-0.203844,0.154548,0.200646
282652,2.340332,4.964377,6.643910,-0.129501,-0.181461,-0.094328
282752,1.553837,4.890157,6.714539,-0.055158,-0.230757,-0.236619
282852,2.213439,6.288371,7.630321,0.050628,-0.189721,0.003730
282952,-0.569820,4.475960,9.803059,0.037838,-0.211571,-0.046897
283052,2.378639,5.841852,10.445902,-0.109250,-0.344536,-0.197982
283152,1.942895,4.704607,8.558074,-0.156946,-0.087133,-0.056224
283252,1.906982,3.248932,8.273164,0.133498,0.454851,0.072744
283352,1.918953,4.596867,6.187814,0.486294,0.151884,0.309629
283452,0.129287,4.033033,7.902063,0.232888,0.322420,0.244080
283552,4.405331,4.435259,10.058042,0.303234,-0.252606,-0.256603
283652,-0.572214,4.230555,7.824251,-0.365054,-0.033574,0.290444
283752,0.671574,8.122330,9.058462,0.049296,-0.357859,-0.117776
283852,0.854730,5.479131,11.040861,0.034107,0.126037,0.036505
283952,2.427721,4.400543,7.334637,0.005063,0.110582,-0.045832
284052,0.963666,4.586093,5.706580,0.057822,-0.168404,-0.336809
284152,2.645593,5.078102,7.590816,0.053292,-0.013856,0.062619
284252,0.389058,4.539406,8.634688,0.314426,-0.578757,-0.171602
284352,2.000355,6.750452,10.327389,-0.088998,-0.330147,-0.167072
284452,1.005565,5.883750,8.838196,-0.132165,-0.079406,-0.226227
284552,1.507150,3.890578,7.036559,-0.078340,0.170802,-0.053292
284652,2.404976,3.843891,6.633136,0.299504,0.134564,0.318689
284752,1.656788,4.124012,8.233660,0.388769,0.176132,0.136162
284852,2.473210,5.473145,9.973047,-0.042368,-0.206508,0.060221
284952,0.973243,7.249643,9.860519,0.090331,0.182793,-0.028245
285052,1.453280,7.672219,10.559627,0.125237,-0.129234,0.067948
285152,1.838747,4.399345,7.832631,-0.036505,0.212371,0.209440
285252,1.675941,4.545392,7.235278,-0.167072,-0.108450,-0.161210
285352,2.165555,6.074090,6.661866,-0.118842,-0.271259,-0.238217
285452,2.887407,6.151901,7.511808,0.168671,-0.290977,-0.156413
285552,-0.195127,3.617639,10.778696,0.023449,0.054092,0.116178
285652,2.668338,5.839458,11.797429,-0.099657,-0.348266,0.080472
285752,2.227805,3.961207,8.995016,0.030910,-0.147087,-0.132965
285852,2.043451,3.818752,6.470330,-0.000533,0.280319,0.214236
285952,1.818396,3.351882,7.030573,0.194784,-0.031975,0.310962
286052,1.693898,3.151967,9.277532,0.688273,0.301369,0.019452
286152,1.187524,5.482722,7.951144,-0.027446,-0.389302,-0.137495
286252,0.492008,7.844602,8.267179,-0.433268,0.281118,0.206775
286352,1.957260,6.770802,9.214086,0.069280,-0.527862,-0.305899
286452,1.304840,4.213795,7.279570,-0.081804,0.216368,0.123106
286552,1.412579,5.428853,6.548141,-0.161210,-0.396230,-0.222496
286652,2.208651,5.446809,7.202956,-0.177997,-0.268328,-0.192652
286752,2.704251,6.337452,7.468712,-0.030643,-0.041835,0.018652
286852,1.352724,4.531027,10.168175,0.279519,-0.498285,-0.364521
286952,2.561796,4.727351,11.252748,0.284049,0.017587,-0.088466
287052,2.425326,4.859032,9.096769,0.032775,-0.251008,-0.324551
287152,1.376666,3.465607,6.560112,-0.105786,0.167871,-0.060221
287252,2.839523,3.926491,7.309498,0.164407,0.081005,0.178796
287352,2.694674,4.528633,6.916849,0.393299,-0.202245,-0.020784
287452,4.045004,3.303998,8.968679,0.399161,-0.262199,-0.102055
287552,0.146046,4.170700,7.323863,-0.048763,-0.363988,0.081271
287652,1.369483,8.125920,12.553997,-0.001332,0.252873,-0.110315
287752,2.626439,6.453571,8.292317,0.151351,-0.609400,-0.560371
287852,2.436100,4.345476,6.825869,-0.228891,0.041835,-0.051427
287952,2.169147,5.425261,7.017405,-0.158012,-0.578490,-0.476968
288052,2.060210,5.975927,7.337031,-0.224894,-0.170802,-0.234753
288152,2.740164,6.385336,7.524976,-0.273391,-0.267528,-0.343737
288252,3.196259,6.156690,7.825448,-0.205709,-0.333345,-0.474570
288352,0.494403,4.188656,10.593145,0.098591,0.017320,-0.542251
288452,1.248576,3.956418,10.041282,-0.302435,-0.219565,-0.177198
288552,2.736573,4.072537,9.439140,-0.233688,-0.360790,-0.389035
288652,1.466449,3.916914,8.163031,-0.081538,0.067948,-0.117510
288752,2.346318,3.661932,8.736442,-0.176398,0.031975,-0.144423
288852,2.122460,4.213795,8.689755,0.047164,-0.396763,-0.577957
288952,3.257311,3.811569,9.011775,0.004263,-0.363721,-0.532392
289052,3.065775,3.847482,8.447941,0.189988,-0.047164,-0.276588
289152,-0.154426,4.813542,10.878056,-0.376245,-0.293642,-0.765014
289252,1.819593,5.516241,8.036138,0.095394,-0.827899,-1.024548
289352,-0.515950,5.511452,8.104373,-0.020251,0.064750,-0.406355
289452,0.203507,5.242105,8.019379,0.071145,-0.706658,-0.933152
289552,1.046266,5.358223,8.000225,0.007194,-0.702129,-1.020818
289652,0.775721,5.588067,7.914034,-0.144956,-0.639776,-0.892383
289752,1.289278,5.918467,7.805098,-0.215035,-0.850015,-1.120741
289852,1.125275,5.892130,8.143877,-0.187590,-0.751957,-1.163109
289952,0.858321,5.699397,8.091205,-0.342404,-0.707191,-1.198282
290053,1.801637,5.969942,7.809886,-0.452720,-0.896380,-1.477534
290152,0.138864,4.971560,9.004593,-0.443926,-0.462579,-1.221730
290252,0.497994,4.068946,8.593987,-0.500949,-0.357593,-1.183893
290352,2.396596,4.113238,8.226477,-0.095660,-0.971522,-1.593446
290452,2.070984,3.742137,8.428787,-0.240349,-0.596077,-0.963528
290552,1.707066,3.448848,8.798691,-0.154548,-0.293109,-0.819905
290652,1.728614,3.545813,8.769960,-0.091663,-0.529461,-0.981115
290752,1.863886,3.598485,8.625112,-0.218499,-0.683743,-1.028545
290852,2.503138,3.333926,8.616732,-0.132698,-0.518003,-0.853213
290952,2.355895,2.962825,8.486248,-0.058622,-0.332279,-0.761550
291052,2.924517,3.034651,8.825027,0.153482,-0.320554,-0.584885
291152,3.098097,2.719813,8.657434,0.362655,-0.314159,-0.648037
291252,1.359907,3.564966,9.206903,-0.294708,-0.398894,-0.664824
291352,0.253785,5.076905,8.919599,0.175066,-0.277920,-0.549446
291452,-0.414197,5.940014,7.565677,0.216634,0.233155,-0.290178
291552,1.051055,5.561730,7.981071,0.308297,-0.216101,-0.471372
291652,1.322796,5.354632,8.632295,0.164674,-0.209972,-0.239816
291752,2.106898,5.330690,7.684190,0.300037,-0.038104,-0.029577
291852,2.049437,5.726931,7.517793,0.173201,-0.132965,0.042634
291952,1.491588,5.674258,7.430405,0.094861,-0.003730,0.184925
292052,1.770512,5.762844,7.517793,0.093795,-0.124172,-0.010392
292152,1.616086,6.787562,9.343372,0.002398,-0.093528,-0.181994
292252,2.560599,7.669825,9.240421,-0.202245,0.134031,-0.101789
292352,2.747346,6.139930,10.174160,-0.193718,-0.204110,-0.261133
292452,-1.519121,2.694674,7.736863,-0.163874,-0.230224,-0.008260
292552,0.143652,2.661155,8.615535,-0.437531,0.869467,0.705060
292652,-0.557849,2.658761,7.259220,-1.126070,-0.478300,-0.175066
292752,1.385046,2.941277,7.589619,0.440462,-0.944077,-0.729574
292852,3.259706,3.816358,8.859743,0.291776,-0.373314,-0.101256
292952,2.800019,4.620809,11.258734,0.086334,0.548113,0.486294
293052,1.055843,3.706224,10.442310,0.051960,0.510009,0.263798
293152,1.249773,5.011064,9.998186,0.713054,-0.277654,0.288046
293252,-0.828394,4.979939,7.855376,0.424475,0.162542,0.296306
293352,0.284910,4.503493,8.058883,0.318423,0.696266,0.634980
293452,0.658405,4.627992,6.394913,0.152150,0.206508,0.129234
293552,1.614889,4.935647,8.372523,0.128168,0.076208,-0.176665
293652,2.257732,6.023811,7.489063,0.010658,-0.078606,0.029577
293752,1.839944,7.080852,10.166978,0.061286,-0.131366,0.044233
293852,1.012747,7.286753,11.329363,-0.260067,-0.141758,0.135363
293952,-0.729034,3.898957,6.343437,-0.435933,-0.318689,0.122573
294052,-0.618901,3.570952,8.494628,-0.277387,0.244613,0.236619
294252,0.749385,3.148375,8.118738,0.094594,-0.284049,-0.523332
294353,2.023100,3.386598,7.261614,-0.186524,-0.156946,-0.133764
294452,3.167529,4.147954,9.033323,0.279786,0.151884,0.092196
294552,2.159570,4.728549,11.572374,0.408487,0.328282,0.237418
294652,0.742203,5.491102,9.445126,0.183326,0.467642,0.273923
294752,-1.709460,4.467580,8.196549,0.440729,-0.039969,0.106851
294852,0.325611,4.411316,7.169437,0.301369,-0.067681,0.280052
295052,-0.138864,4.238934,7.900866,0.253672,0.157479,0.125504
295152,2.021903,5.102044,7.539341,0.060487,-0.193985,-0.089265
295252,1.151611,5.383362,9.824607,0.098058,-0.196649,0.108184
295352,2.242170,7.144298,10.831368,0.208107,-0.331746,-0.121240
295452,-0.283713,4.866215,9.038112,-0.524931,-0.139893,0.106585
295552,-0.124498,3.834314,8.692149,-0.476701,-0.110049,-0.097792
295652,1.601721,2.943671,9.374496,0.161476,-0.189721,-0.449789
295752,0.477643,2.967613,6.466739,-0.680545,-0.220098,-0.193718
295852,2.451663,2.618060,8.756793,-0.326949,-0.331479,-0.192652
295952,2.990358,3.582923,8.237251,0.349599,-0.387170,-0.325351
296052,2.688689,4.004303,9.935937,0.178263,0.226493,0.223296
296152,0.556652,6.063316,12.108675,-0.124172,0.404757,0.275522
296252,1.213860,4.333505,9.156625,0.333078,-0.218499,-0.118576
296352,-1.298854,4.613626,8.482656,0.201179,0.254472,0.378377
296452,0.216675,4.237737,7.396886,0.226760,0.243547,0.302701
296552,0.499191,4.378995,7.005434,0.207841,-0.046631,0.003464
296652,1.804031,5.003881,7.909245,0.170270,0.199314,0.055424
296752,2.482787,5.538986,8.044518,0.031176,-0.235553,0.052760
296852,1.465251,6.348226,8.784326,0.165740,-0.156413,0.173201
296952,1.814805,6.930017,13.357251,-0.065283,0.088998,0.253406
297052,-1.143231,2.768894,6.789956,-0.400227,-0.443926,-0.109516
297152,0.584185,3.305195,7.861362,-0.278720,-0.203311,-0.189988
297252,2.248155,2.103306,9.400833,-0.390368,0.101256,0.032508
297352,0.585382,3.817555,6.880936,-0.292309,-0.139626,-0.212104
297452,1.557428,3.661932,7.978677,-0.093795,-0.386903,-0.350931
297552,3.271677,3.484761,8.857349,0.221697,0.030110,-0.062885
297652,0.897826,2.747346,11.896789,0.386903,0.426340,0.321354
297752,2.916138,5.206192,10.790668,0.726643,-0.038637,-0.141492
297852,-0.890643,4.783615,7.127539,0.424741,0.193185,0.161476
297952,-0.007183,4.271256,7.843405,0.139893,0.264597,0.436998
298052,0.851139,4.338294,6.782773,0.289911,-0.046098,0.044499
298152,-0.073023,4.426879,7.894880,0.179862,0.227292,0.079406
298252,2.227805,5.373785,7.388506,0.107384,-0.045565,0.000000
298352,1.668759,5.886145,8.477868,-0.023715,-0.057289,0.138028
298452,1.587356,7.443573,10.684125,0.014655,-0.259534,0.031975
298552,0.239420,5.544971,10.730812,-0.440462,-0.155881,0.252340
298652,-0.834379,2.115277,8.744822,-0.384239,-0.078873,-0.077274
298752,1.029507,3.198653,9.560047,0.137761,-0.026380,-0.244613
298852,0.056264,2.973598,6.150704,-0.622190,-0.396763,-0.405822
298952,1.748964,2.293645,7.888895,-0.272325,-0.273391,-0.192652
299052,2.470816,3.943250,7.953538,0.271792,-0.207574,-0.220897
299152,2.516306,3.828329,10.401609,0.190521,0.289911,0.276055
299252,0.191536,4.904522,11.631032,0.159345,0.503081,0.267795
299452,-0.940921,4.408922,8.167819,0.183060,0.237152,0.597409
299552,0.025139,4.165911,7.985860,0.240616,0.348000,0.610998
299652,-0.019154,3.744531,7.702147,0.354662,0.519069,0.503881
299852,1.958457,6.350620,8.002619,0.149752,-0.391700,0.096459
299952,1.953669,7.997831,10.649409,0.203044,-0.186257,0.111648
300052,0.386664,5.127183,10.281899,-0.630184,0.174533,0.568631
300152,-1.462857,3.473987,9.240421,-0.333345,0.349599,0.446858
300352,0.545878,2.391808,7.985860,-0.581421,-0.378910,0.022383
300452,1.298854,2.883816,6.891710,0.081804,-0.139093,0.180928
300552,2.074576,2.732981,7.593211,0.082870,-0.132432,0.365320
300652,3.040636,3.053804,10.427945,0.387170,0.326150,0.707458
300752,1.674744,3.634398,10.424355,0.460181,0.415149,0.782867
300852,2.591723,5.221754,10.049662,0.265930,0.366386,0.284582
300952,-0.719458,4.663905,8.360553,-0.132965,0.353329,0.690138
301052,-0.220267,4.326323,8.628703,0.448190,0.108184,0.540652
301152,0.672771,4.577713,7.635109,0.369850,0.074343,0.700530
301252,1.227028,4.508282,7.605182,0.226227,0.081005,0.716251
301352,1.765724,4.746505,8.270770,0.213703,0.305899,0.840956
301452,1.364695,4.769250,7.617153,0.087400,0.428205,0.862806
301552,2.950854,5.461174,8.000225,0.072744,0.257669,0.597142
301652,1.889025,5.681441,8.183381,0.081271,0.155614,0.796723
301752,3.994725,6.141128,8.620323,0.019985,-0.036239,0.613930
301852,0.493206,4.780024,8.313866,-0.012257,-0.020784,0.729841
301952,0.930147,4.528633,9.507375,0.152683,0.710123,1.044533
302052,0.259771,3.995923,8.042124,0.023182,0.385038,0.993639
302152,1.259350,3.798401,8.702923,0.167871,0.580089,1.232123
302252,1.702277,3.748123,9.218874,0.229691,0.474836,1.271292
302352,1.887828,4.141969,8.135497,0.288312,0.460980,1.268628
302452,1.650802,3.962404,8.836999,0.320021,0.557706,1.139127
302552,1.270124,3.213019,9.794679,0.399960,0.476168,0.884389
302652,0.924162,4.103662,10.506954,0.354928,0.682410,0.807381
302852,-0.187945,6.126762,8.427590,0.462312,0.540919,0.933684
302952,0.008380,5.333084,8.255207,0.278187,0.868135,1.260101
